Latitude,Longitude,Average temperature per year,Hospital beds per 1000 people,Medical doctors per 1000 people,GDP/Capita,Population,Median age,Population aged 65 and over (%),Date,Daily tests,Cases,Deaths,Positivity Rate,Positivity Rate 3 Days Later
39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,737797,8697.0,142777.0,5146.0,16.416810394388868,7.344124213517353
39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,737798,36458.0,143494.0,5195.0,3.9358714136814967,8.708998200359929
39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,737799,36683.0,144293.0,5227.0,3.933511435814955,3.5038633200556704
39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,737800,19708.0,144738.0,5263.0,7.344124213517353,4.193481989708405
39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,737801,16670.0,145179.0,5302.0,8.708998200359929,4.203401923570878
39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,737802,41674.0,146020.0,5329.0,3.5038633200556704,4.545622233152976
39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,737803,34980.0,146688.0,5354.0,4.193481989708405,4.894599676706363
39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,737804,35039.0,147283.0,5387.0,4.203401923570878,13.766280685502547
39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,737805,32528.0,147860.0,5421.0,4.545622233152976,18.221583261960113
39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,737806,30313.0,148370.0,5441.0,4.894599676706363,4.72995980885471
39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,737807,10795.0,148607.0,5469.0,13.766280685502547,4.92862072365178
39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,737808,8173.0,148925.0,5488.0,18.221583261960113,5.108776099134273
39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,737809,31599.0,149462.0,5518.0,4.72995980885471,4.656441717791411
39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,737810,30429.0,149973.0,5545.0,4.92862072365178,4.892437733901149
39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,737811,29455.0,150479.0,5570.0,5.108776099134273,12.80047165838457
39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,737812,32437.0,151041.0,5598.0,4.656441717791411,16.224398552267406
39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,737813,30996.0,151646.0,5622.0,4.892437733901149,4.228090507726269
39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,737814,11873.0,151980.0,5646.0,12.80047165838457,4.087624353362515
39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,737815,9394.0,152412.0,5671.0,16.224398552267406,4.546939255081659
39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,737816,36240.0,153226.0,5692.0,4.228090507726269,3.430466494788568
39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,737817,37695.0,154083.0,5724.0,4.087624353362515,4.904494734202608
39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,737818,34044.0,154796.0,5742.0,4.546939255081659,11.929543208938208
39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,737819,45381.0,155678.0,5764.0,3.430466494788568,13.874988987754383
39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,737820,31904.0,156473.0,5779.0,4.904494734202608,4.222180841158788
39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,737821,13157.0,156957.0,5796.0,11.929543208938208,4.131331403762663
39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,737822,11351.0,157495.0,5829.0,13.874988987754383,3.6249887377241192
39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,737823,37591.0,158716.0,5851.0,4.222180841158788,3.5326664923291493
39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,737824,38696.0,159866.0,5878.0,4.131331403762663,3.5437175673621817
39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,737825,44396.0,160935.0,5903.0,3.6249887377241192,7.453107241896622
39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,737826,45888.0,162107.0,5922.0,3.5326664923291493,9.066494050242397
39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,737827,46057.0,163213.0,5951.0,3.5437175673621817,3.1324530793171745
39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,737828,21997.0,163946.0,5972.0,7.453107241896622,3.2592643025268933
39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,737829,18152.0,164575.0,5997.0,9.066494050242397,3.3190903909274945
39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,737830,53015.0,166067.0,6017.0,3.1324530793171745,3.5719021442658723
39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,737831,51407.0,167549.0,6034.0,3.2592643025268933,3.7411035716623395
39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,737832,50879.0,168872.0,6056.0,3.3190903909274945,8.740123895602721
39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,737833,47662.0,170244.0,6077.0,3.5719021442658723,12.990378833433553
39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,737834,45833.0,171466.0,6103.0,3.7411035716623395,4.299683528655491
39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,737835,19694.0,172128.0,6126.0,8.740123895602721,6.789729435546572
39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,737836,13304.0,172824.0,6152.0,12.990378833433553,4.757194196006377
39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,737837,40446.0,173905.0,6181.0,4.299683528655491,3.887893457166013
39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,737838,25724.0,174659.0,6194.0,6.789729435546572,4.131101362271993
39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,737839,37009.0,176059.0,6221.0,4.757194196006377,7.770517308440295
39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,737840,45653.0,177494.0,6249.0,3.887893457166013,11.574119154388212
39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,737841,43310.0,178918.0,6272.0,4.131101362271993,1.8179584854241468
39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,737842,23139.0,179802.0,6297.0,7.770517308440295,43.81637010676157
39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,737843,15610.0,180672.0,6321.0,11.574119154388212,3.7110474257169583
39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,737844,100543.0,182783.0,6343.0,1.8179584854241468,3.7110474257169583
39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,737845,4215.0,184686.0,6371.0,43.81637010676157,3.7110474257169583
39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,737846,50247.0,186469.0,6410.0,3.7110474257169583,3.7110474257169583
